:START_ID,:END_ID,relationship_type,iou:float,from_fraction:float,to_fraction:float,year_from:int,year_to:int,:TYPE
CD_QC_City_of_Montreal,CD_QC_Montreal_Est,CONTAINS,0.4046,0.4046,1.0,1861,1871,P134_continued
CD_QC_City_of_Three_Rivers,CD_QC_Trois_Rivieres,WITHIN,0.4834,1.0,0.4834,1861,1871,P134_continued
CD_QC_Compton,CD_QC_Compton,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Dorchester,CD_QC_Dorchester_Ouest,CONTAINS,0.5363,0.5363,1.0,1861,1871,P134_continued
CD_QC_Dorchester,CD_QC_Dorchester_Est,CONTAINS,0.4637,0.4637,1.0,1861,1871,P134_continued
CD_QC_Drummond,CD_QC_Drummond,CONTAINS,0.9181,0.9319,0.9842,1861,1871,P134_continued
CD_QC_Gaspé,CD_QC_Isles_de_la_Magdeleine,CONTAINS,0.0203,0.0203,1.0,1861,1871,P134_continued
CD_QC_Gaspé,CD_QC_Gaspé_Sud,CONTAINS,0.2355,0.2355,1.0,1861,1871,P134_continued
CD_QC_Gaspé,CD_QC_Gaspé_Ouest,CONTAINS,0.4885,0.4885,1.0,1861,1871,P134_continued
CD_QC_Gaspé,CD_QC_Gaspé_Centre,CONTAINS,0.2557,0.2557,1.0,1861,1871,P134_continued
CD_QC_Hochelaga,CD_QC_Hochelaga,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Huntingdon,CD_QC_Huntingdon_Ouest,CONTAINS,0.4304,0.4304,1.0,1861,1871,P134_continued
CD_QC_Huntingdon,CD_QC_Huntingdon_Est,CONTAINS,0.5696,0.5696,1.0,1861,1871,P134_continued
CD_QC_Iberville,CD_QC_Iberville,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Jacques_Cartier,CD_QC_Jacques_Cartier,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Joliette,CD_QC_Joliette,WITHIN,0.9736,0.9985,0.975,1861,1871,P134_continued
CD_QC_Kamouraska,CD_QC_Kamouraska,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_L'Assomption,CD_QC_L'Assomption,SAME_AS,0.9851,0.9851,1.0,1861,1871,P134_continued
CD_QC_L'Islet,CD_QC_L'Islet,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Laprairie,CD_QC_Laprairie,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Laval,CD_QC_Laval,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Lotbiniere,CD_QC_Lotbiniere,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Lévis,CD_QC_Lévis_(Comté),CONTAINS,0.8122,0.8122,1.0,1861,1871,P134_continued
CD_QC_Lévis,CD_QC_Lévis_(Ville),CONTAINS,0.1878,0.1878,1.0,1861,1871,P134_continued
CD_QC_Maskinonge,CD_QC_Maskinonge,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Megantic,CD_QC_Megantic,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Missisquoi,CD_QC_Missisquoi,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Montcalm,CD_QC_Montcalm,CONTAINS,0.7954,0.7987,0.9948,1861,1871,P134_continued
CD_QC_Montmagny,CD_QC_Montmagny,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Montmorency,CD_QC_Montmorency,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Napierville,CD_QC_Napierville,SAME_AS,0.9927,1.0,0.9927,1861,1871,P134_continued
CD_QC_Nicolet,CD_QC_Nicolet,WITHIN,0.7784,1.0,0.7784,1861,1871,P134_continued
CD_QC_Outaouais,CD_QC_Ottaoua_Est,CONTAINS,0.2158,0.2158,1.0,1861,1871,P134_continued
CD_QC_Outaouais,CD_QC_Ottaoua_Centre,CONTAINS,0.5047,0.5047,1.0,1861,1871,P134_continued
CD_QC_Pontiac,CD_QC_Pontiac_Sud,CONTAINS,0.0502,0.0502,1.0,1861,1871,P134_continued
CD_QC_Pontiac,CD_QC_Pontiac_Nord,CONTAINS,0.7946,0.7946,1.0,1861,1871,P134_continued
CD_QC_Portneuf,CD_QC_Portneuf,SAME_AS,0.9999,0.9999,1.0,1861,1871,P134_continued
CD_QC_Quebec_(Comté),CD_QC_Quebec_Est,CONTAINS,0.0036,0.0036,0.9508,1861,1871,P134_continued
CD_QC_Quebec_(Comté),CD_QC_Quebec_(Comté),SAME_AS,0.9959,0.9959,1.0,1861,1871,P134_continued
CD_QC_Richelieu,CD_QC_Richelieu,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Richmond,CD_QC_Richmond,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Rimouski,CD_QC_Rimouski_Ouest,CONTAINS,0.3647,0.3647,1.0,1861,1871,P134_continued
CD_QC_Rimouski,CD_QC_Rimouski_Est,CONTAINS,0.6353,0.6353,1.0,1861,1871,P134_continued
CD_QC_Rouville,CD_QC_Rouville,SAME_AS,0.9904,1.0,0.9904,1861,1871,P134_continued
CD_QC_Saguenay,CD_QC_Saguenay,CONTAINS,0.1588,0.159,0.9926,1861,1871,P134_continued
CD_QC_Saguenay,CD_QC_Labrador,CONTAINS,0.841,0.841,1.0,1861,1871,P134_continued
CD_QC_Shefford,CD_QC_Shefford,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Soulanges,CD_QC_Soulanges,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_St._Hyacinthe,CD_QC_St._Hyacinthe,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_St._Johns,CD_QC_St._Jean,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_St._Maurice,CD_QC_Saint_Maurice_Sud,CONTAINS,0.0249,0.0249,1.0,1861,1871,P134_continued
CD_QC_St._Maurice,CD_QC_Saint_Maurice_Nord,WITHIN,0.9743,0.9743,1.0,1861,1871,P134_continued
CD_QC_Stanstead,CD_QC_Stanstead,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Temiscouata,CD_QC_Temiscouata,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Terrebonne,CD_QC_Terrebonne,WITHIN,0.6294,1.0,0.6294,1861,1871,P134_continued
CD_QC_Town_of_Sherbrooke,CD_QC_Sherbrooke,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Two_Mountains,CD_QC_Deux-Montagnes,SAME_AS,0.9865,0.9865,1.0,1861,1871,P134_continued
CD_QC_Vaudreuil,CD_QC_Vaudreuil,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Vercheres,CD_QC_Vercheres,SAME_AS,1.0,1.0,1.0,1861,1871,P134_continued
CD_QC_Wolfe,CD_QC_Wolfe,SAME_AS,0.9987,1.0,0.9987,1861,1871,P134_continued
CD_QC_Yamaska,CD_QC_Yamaska,CONTAINS,0.9467,0.9467,1.0,1861,1871,P134_continued
CD_BC_British_Colombia,CD_BC_Yale,CONTAINS,0.1426,0.1426,1.0,1871,1881,P134_continued
CD_BC_British_Colombia,CD_BC_Victoria,CONTAINS,0.0002,0.0002,1.0,1871,1881,P134_continued
CD_BC_British_Colombia,CD_BC_Vancouver,CONTAINS,0.0361,0.0361,1.0,1871,1881,P134_continued
CD_BC_British_Colombia,CD_BC_Cariboo,CONTAINS,0.3594,0.3595,0.999,1871,1881,P134_continued
CD_BC_British_Colombia,CD_BC_New_Westminster,CONTAINS,0.4611,0.4611,1.0,1871,1881,P134_continued
CD_MB_Manitoba,CD_MB_Provencher,CONTAINS,0.0586,0.0586,1.0,1871,1881,P134_continued
CD_MB_Manitoba,CD_MB_Provencher_,CONTAINS,0.0051,0.0051,1.0,1871,1881,P134_continued
CD_MB_Manitoba,CD_MB_Selkirk,CONTAINS,0.0202,0.0202,1.0,1871,1881,P134_continued
CD_MB_Manitoba,CD_MB_Marquette,CONTAINS,0.1209,0.1209,1.0,1871,1881,P134_continued
CD_MB_Manitoba,CD_MB_Lisgar,CONTAINS,0.0481,0.0481,0.9971,1871,1881,P134_continued
CD_NB_Albert,CD_NB_Albert,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NB_Carleton,CD_NB_Carleton,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NB_Charlotte,CD_NB_Charlotte,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NB_Gloucester,CD_NB_Gloucester,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NB_Kent,CD_NB_Kent,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NB_King's,CD_NB_King's,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NB_Northumberland,CD_NB_Northumberland,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NB_Queen's,CD_NB_Queen's,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NB_Restigouche,CD_NB_Restigouche,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NB_St._John,"CD_NB_St._John,_(City-Ville)",CONTAINS,0.0028,0.0028,1.0,1871,1881,P134_continued
CD_NB_St._John,"CD_NB_St._John,_(County-Comté)",SAME_AS,0.9972,0.9972,1.0,1871,1881,P134_continued
CD_NB_Sunbury,CD_NB_Sunbury,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NB_Victoria,CD_NB_Victoria,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NB_Westmorland,CD_NB_Westmoreland,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NB_York,CD_NB_York,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NL_Newfoundland,CD_NL_Newfoundland,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NS_Annapolis,CD_NS_Annapolis,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NS_Antigonish,CD_NS_Antigonish,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NS_Cape_Breton,CD_NS_Cape_Breton,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NS_Colchester,CD_NS_Colchester,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NS_Cumberland,CD_NS_Cumberland,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NS_Digby,CD_NS_Digby,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NS_Guysborough,CD_NS_Guysborough,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_NS_Halifax,_East",CD_NS_Halifax_(County-Comté),WITHIN,0.7975,1.0,0.7975,1871,1881,P134_continued
"CD_NS_Halifax,_West",CD_NS_Halifax_(County-Comté),WITHIN,0.2006,0.9559,0.2025,1871,1881,P134_continued
"CD_NS_Halifax,_West",CD_NS_Halifax_(City-Ville),CONTAINS,0.0441,0.0441,1.0,1871,1881,P134_continued
CD_NS_Hants,CD_NS_Hants,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NS_Inverness,CD_NS_Inverness,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NS_King's,CD_NS_King's,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NS_Lunenburg,CD_NS_Lunenburg,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NS_Pictou,CD_NS_Pictou,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NS_Queens,CD_NS_Queens,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NS_Richmond,CD_NS_Richmond,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NS_Shelburne,CD_NS_Shelburne,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NS_Victoria,CD_NS_Victoria,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NS_Yarmouth,CD_NS_Yarmouth,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_NT_The_Territories,CD_NT_The_Territories,WITHIN,0.9641,0.9643,0.9998,1871,1881,P134_continued
CD_ON_Addington,CD_ON_Addington,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Algoma,_Centre",CD_ON_Algoma,WITHIN,0.0174,1.0,0.0174,1871,1881,P134_continued
"CD_ON_Algoma,_East—Est",CD_ON_Algoma,WITHIN,0.089,1.0,0.089,1871,1881,P134_continued
"CD_ON_Algoma,_West—Ouest",CD_ON_Algoma,WITHIN,0.1923,1.0,0.1923,1871,1881,P134_continued
CD_ON_Bothwell,CD_ON_Bothwell,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Brant,_North_or_East—Nord_ou_Est","CD_ON_Brant,_North—Nord",CONTAINS,0.7011,0.7011,1.0,1871,1881,P134_continued
"CD_ON_Brant,_South_or_West—Sud_ou_Ouest","CD_ON_Brant,_South—Sud",WITHIN,0.7224,1.0,0.7224,1871,1881,P134_continued
CD_ON_Brockville,CD_ON_Brockville,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Bruce,_North—Nord","CD_ON_Bruce,_North—Nord",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Bruce,_South—Sud","CD_ON_Bruce,_South—Sud",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_ON_Cardwell,CD_ON_Cardwell,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_ON_Carleton,CD_ON_Carleton,SAME_AS,0.9975,0.9975,1.0,1871,1881,P134_continued
CD_ON_Cornwall,CD_ON_Cornwall,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_ON_Dover,CD_ON_Kent,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_ON_Dundas,CD_ON_Dundas,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Durham,_East—Est","CD_ON_Durham,_East—Est",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Durham,_West—Ouest","CD_ON_Durham,_West—Ouest",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Elgin,_East—Est","CD_ON_Elgin,_East—Est",SAME_AS,0.9997,1.0,0.9997,1871,1881,P134_continued
"CD_ON_Elgin,_West—Ouest","CD_ON_Elgin,_West—Ouest",SAME_AS,0.9997,0.9997,1.0,1871,1881,P134_continued
CD_ON_Essex,CD_ON_Essex,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_ON_Frontenac,CD_ON_Frontenac,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_ON_Glengarry,CD_ON_Glengarry,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Grenville,_South—Sud","CD_ON_Grenville,_South—Sud",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Grey,_North—Nord","CD_ON_Grey,_North—Nord",CONTAINS,0.6401,0.6401,1.0,1871,1881,P134_continued
"CD_ON_Grey,_South—Sud","CD_ON_Grey,_South—Sud",CONTAINS,0.4912,0.4912,1.0,1871,1881,P134_continued
CD_ON_Haldimand,CD_ON_Haldimand,CONTAINS,0.9315,0.9315,1.0,1871,1881,P134_continued
CD_ON_Halton,CD_ON_Halton,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_ON_Hamilton,"CD_ON_Hamilton,_City—Cité",WITHIN,0.7346,0.9991,0.735,1871,1881,P134_continued
"CD_ON_Hastings,_East—Est","CD_ON_Hastings,_East—Est",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Hastings,_North—Nord","CD_ON_Hastings,_North—Nord",WITHIN,0.8304,1.0,0.8304,1871,1881,P134_continued
"CD_ON_Hastings,_West—Ouest","CD_ON_Hastings,_West—Ouest",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Huron,_North—Nord","CD_ON_Huron,_North—Nord",CONTAINS,0.5974,0.5974,1.0,1871,1881,P134_continued
"CD_ON_Huron,_South—Sud","CD_ON_Huron,_South—Sud",CONTAINS,0.857,0.857,1.0,1871,1881,P134_continued
CD_ON_Kingston,"CD_ON_Kingston,_City—Cité",CONTAINS,0.7704,0.7704,1.0,1871,1881,P134_continued
CD_ON_Kingston,"CD_ON_Kingston,_City—Cite",CONTAINS,0.2296,0.2296,1.0,1871,1881,P134_continued
CD_ON_Lambton,CD_ON_Lambton,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Lanark,_North—Nord","CD_ON_Lanark,_North—Nord",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Lanark,_South—Sud","CD_ON_Lanark,_South—Sud",WITHIN,0.8886,1.0,0.8886,1871,1881,P134_continued
"CD_ON_Leeds_&_Grenville,_North—Nord","CD_ON_Leeds_&_Grenville,_North—Nord",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Leeds,_South—Sud","CD_ON_Leeds,_South—Sud",CONTAINS,0.9067,0.9067,1.0,1871,1881,P134_continued
CD_ON_Lennox,CD_ON_Lennox,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_ON_Lincoln,CD_ON_Lincoln,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_ON_London,"CD_ON_London,_City—Cité",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_ON_Manitoulin,CD_ON_Algoma,WITHIN,0.0096,1.0,0.0096,1871,1881,P134_continued
"CD_ON_Middlesex,_East—Est","CD_ON_Middlesex,_East—Est",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Middlesex,_North—Nord","CD_ON_Middlesex,_North—Nord",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Middlesex,_West—Ouest","CD_ON_Middlesex,_West—Ouest",SAME_AS,0.9999,0.9999,1.0,1871,1881,P134_continued
CD_ON_Monck,CD_ON_Monck,WITHIN,0.927,1.0,0.927,1871,1881,P134_continued
CD_ON_Muskoka,CD_ON_Muskoka,WITHIN,0.321,1.0,0.321,1871,1881,P134_continued
CD_ON_Niagara,CD_ON_Niagara,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Norfolk,_North—Nord","CD_ON_Norfolk,_North—Nord",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Norfolk,_South—Sud","CD_ON_Norfolk,_South—Sud",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Northumberland,_East—Est","CD_ON_Northumberland,_East—Est",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Northumberland,_West—Ouest","CD_ON_Northumberland,_West—Ouest",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Ontario,_North—Nord","CD_ON_Ontario,_North—Nord",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Ontario,_South—Sud","CD_ON_Ontario,_South—Sud",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Ottawa,_City—Cité","CD_ON_Ottawa,_City—Cité",WITHIN,0.6777,1.0,0.6777,1871,1881,P134_continued
"CD_ON_Oxford,_North—Nord","CD_ON_Oxford,_North—Nord",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Oxford,_South—Sud","CD_ON_Oxford,_South—Sud",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_ON_Peel,CD_ON_Peel,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Perth,_North—Nord","CD_ON_Perth,_North—Nord",SAME_AS,0.9993,0.9993,1.0,1871,1881,P134_continued
"CD_ON_Perth,_South—Sud","CD_ON_Perth,_South—Sud",SAME_AS,0.9989,1.0,0.9989,1871,1881,P134_continued
"CD_ON_Peterborough,_East—Est","CD_ON_Peterborough,_East—Est",WITHIN,0.9644,0.9938,0.9703,1871,1881,P134_continued
"CD_ON_Peterborough,_West—Ouest","CD_ON_Peterborough,_West—Ouest",WITHIN,0.9365,1.0,0.9365,1871,1881,P134_continued
CD_ON_Prescott,CD_ON_Prescott,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_ON_Prince_Edward,CD_ON_Prince_Edward,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Renfrew,_North—Nord","CD_ON_Renfrew,_North—Nord",WITHIN,0.7387,1.0,0.7387,1871,1881,P134_continued
"CD_ON_Renfrew,_South—Sud","CD_ON_Renfrew,_South—Sud",WITHIN,0.6441,1.0,0.6441,1871,1881,P134_continued
CD_ON_Russell,CD_ON_Russell,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Simcoe,_North—Nord","CD_ON_Simcoe,_North—Nord",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Simcoe,_South—Sud","CD_ON_Simcoe,_South—Sud",WITHIN,0.972,1.0,0.972,1871,1881,P134_continued
CD_ON_Stormont,CD_ON_Stormont,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Toronto,_East—Est","CD_ON_Toronto,_City—Cité",WITHIN,0.3073,1.0,0.3073,1871,1881,P134_continued
"CD_ON_Toronto,_West—Ouest","CD_ON_Toronto,_City—Cité",WITHIN,0.6469,1.0,0.6469,1871,1881,P134_continued
"CD_ON_Victoria,_North—Nord","CD_ON_Victoria,_North—Nord",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Victoria,_South—Sud","CD_ON_Victoria,_South—Sud",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Waterloo,_North—Nord","CD_ON_Waterloo,_North—Nord",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Waterloo,_South—Sud","CD_ON_Waterloo,_South—Sud",SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_ON_Welland,CD_ON_Welland,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
"CD_ON_Wellington,_North—Nord","CD_ON_Wellington,_North—Nord",CONTAINS,0.8226,0.8226,1.0,1871,1881,P134_continued
"CD_ON_Wellington,_South—Sud","CD_ON_Wellington,_South—Sud",WITHIN,0.4659,1.0,0.4659,1871,1881,P134_continued
"CD_ON_Wentworth,_North—Nord","CD_ON_Wentworth,_North—Nord",SAME_AS,0.9991,0.9991,1.0,1871,1881,P134_continued
"CD_ON_Wentworth,_South—Sud","CD_ON_Wentworth,_South—Sud",SAME_AS,0.9935,0.9935,1.0,1871,1881,P134_continued
"CD_ON_York,_East—Est","CD_ON_York,_East—Est",SAME_AS,0.9976,0.9984,0.9992,1871,1881,P134_continued
"CD_ON_York,_North—Nord","CD_ON_York,_North—Nord",WITHIN,0.9693,0.9693,1.0,1871,1881,P134_continued
"CD_ON_York,_West—Ouest","CD_ON_York,_West—Ouest",SAME_AS,0.9992,0.9992,1.0,1871,1881,P134_continued
CD_PE_King's,CD_PE_King's,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_PE_Prince,CD_PE_Prince,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_PE_Queen's,CD_PE_Queen's,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Argenteuil,CD_QC_Argenteuil,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Arthabaska,CD_QC_Drummond_&_Arthabaska,WITHIN,0.5284,1.0,0.5284,1871,1881,P134_continued
CD_QC_Bagot,CD_QC_Bagot,WITHIN,0.9772,0.9772,1.0,1871,1881,P134_continued
CD_QC_Beauce_Est,CD_QC_Beauce,WITHIN,0.4607,1.0,0.4607,1871,1881,P134_continued
CD_QC_Beauce_Ouest,CD_QC_Beauce,WITHIN,0.5346,1.0,0.5346,1871,1881,P134_continued
CD_QC_Beauharnois,CD_QC_Beauharnois,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Bellechasse_Nord,CD_QC_Bellechasse,WITHIN,0.3006,1.0,0.3006,1871,1881,P134_continued
CD_QC_Berthier,CD_QC_Berthier,WITHIN,0.2337,0.9608,0.2359,1871,1881,P134_continued
CD_QC_Bonaventure,CD_QC_Bonaventure,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Brome,CD_QC_Brome,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Chambly,CD_QC_Chambly,SAME_AS,0.9955,0.9955,1.0,1871,1881,P134_continued
CD_QC_Champlain_Nord,CD_QC_Champlain,WITHIN,0.176,1.0,0.176,1871,1881,P134_continued
CD_QC_Champlain_Sud,CD_QC_Champlain,WITHIN,0.0277,1.0,0.0277,1871,1881,P134_continued
CD_QC_Charlevoix,CD_QC_Charlevoix,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Chateauguay,CD_QC_Chateauguay,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Chicoutimi,CD_QC_Chicoutimi_&_Saguenay,WITHIN,0.2897,1.0,0.2897,1871,1881,P134_continued
CD_QC_Compton,CD_QC_Compton,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Deux-Montagnes,CD_QC_Deux-Montagnes,SAME_AS,0.9865,1.0,0.9865,1871,1881,P134_continued
CD_QC_Dorchester_Est,CD_QC_Dorchester,WITHIN,0.4633,0.9938,0.4646,1871,1881,P134_continued
CD_QC_Dorchester_Ouest,CD_QC_Dorchester,WITHIN,0.5326,0.9902,0.5354,1871,1881,P134_continued
CD_QC_Drummond,CD_QC_Drummond_&_Arthabaska,WITHIN,0.4608,1.0,0.4608,1871,1881,P134_continued
CD_QC_Gaspé_Centre,CD_QC_Gaspé,WITHIN,0.2557,1.0,0.2557,1871,1881,P134_continued
CD_QC_Gaspé_Ouest,CD_QC_Gaspé,WITHIN,0.4885,1.0,0.4885,1871,1881,P134_continued
CD_QC_Gaspé_Sud,CD_QC_Gaspé,WITHIN,0.2355,1.0,0.2355,1871,1881,P134_continued
CD_QC_Hochelaga,CD_QC_Hochelaga,SAME_AS,0.9979,0.9999,0.998,1871,1881,P134_continued
CD_QC_Huntingdon_Est,CD_QC_Huntingdon,WITHIN,0.5696,1.0,0.5696,1871,1881,P134_continued
CD_QC_Huntingdon_Ouest,CD_QC_Huntingdon,WITHIN,0.4304,1.0,0.4304,1871,1881,P134_continued
CD_QC_Iberville,CD_QC_Iberville,SAME_AS,0.998,0.998,1.0,1871,1881,P134_continued
CD_QC_Isles_de_la_Magdeleine,CD_QC_Gaspé,WITHIN,0.0203,1.0,0.0203,1871,1881,P134_continued
CD_QC_Jacques_Cartier,CD_QC_Jacques-Cartier,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Joliette,CD_QC_Joliette,WITHIN,0.2357,1.0,0.2357,1871,1881,P134_continued
CD_QC_Kamouraska,CD_QC_Kamouraska,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_L'Assomption,CD_QC_L'Assomption,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_L'Islet,CD_QC_L'Islet,SAME_AS,1.0,1.0,1.0,1871,1881,P134_continued
CD_QC_Labrador,CD_QC_Chicoutimi_&_Saguenay,WITHIN,0.5891,1.0,0.5891,1871,1881,P134_continued
