place_id:ID,:LABEL,name,place_type,community_type,wikidata_id,wikidata_uri,geonames_id,inception_date,province,latitude:float,longitude:float
COMMUNITY_Q115099955,E53_Place,Saint-Marc-de-Latour,COMMUNITY,village,Q115099955,http://www.wikidata.org/entity/Q115099955,,,Colombier,48.818888888,-68.980277777
COMMUNITY_Q115099945,E53_Place,Saint-Éleuthère,COMMUNITY,village,Q115099945,http://www.wikidata.org/entity/Q115099945,,,Pohénégamook,47.488333333,-69.2825
COMMUNITY_Q115099914,E53_Place,Lac-Labelle,COMMUNITY,village,Q115099914,http://www.wikidata.org/entity/Q115099914,,,Labelle,46.269166666,-74.827222222
COMMUNITY_Q115099937,E53_Place,Saint-Alexis,COMMUNITY,village,Q115099937,http://www.wikidata.org/entity/Q115099937,,,Saint-Alexis-de-Matapédia,48.018333333,-67.025833333
COMMUNITY_Q115099915,E53_Place,Lac-Marsan,COMMUNITY,village,Q115099915,http://www.wikidata.org/entity/Q115099915,,,Rivière-Rouge,46.355555555,-74.852222222
COMMUNITY_Q115099909,E53_Place,L'Île-d'Entrée,COMMUNITY,village,Q115099909,http://www.wikidata.org/entity/Q115099909,,,Les Îles-de-la-Madeleine,47.270833333,-61.706944444
COMMUNITY_Q115099938,E53_Place,Saint-Augustin,COMMUNITY,village,Q115099938,http://www.wikidata.org/entity/Q115099938,,,Mirabel,45.6247222,-73.9805556
COMMUNITY_Q115099947,E53_Place,Saint-Gérard,COMMUNITY,village,Q115099947,http://www.wikidata.org/entity/Q115099947,,,Weedon,45.758333333,-71.413888888
COMMUNITY_Q115099977,E53_Place,Shawbridge,COMMUNITY,village,Q115099977,http://www.wikidata.org/entity/Q115099977,,,Prévost,45.871388888,-74.079166666
COMMUNITY_Q115099928,E53_Place,Old Chelsea,COMMUNITY,village,Q115099928,http://www.wikidata.org/entity/Q115099928,,,Chelsea,45.503333333,-75.8125
COMMUNITY_Q115099962,E53_Place,Saint-Pierre-Montmagny,COMMUNITY,village,Q115099962,http://www.wikidata.org/entity/Q115099962,,,Saint-Pierre-de-la-Rivière-du-Sud,46.908888888,-70.62
COMMUNITY_Q115099905,E53_Place,Katevale,COMMUNITY,village,Q115099905,http://www.wikidata.org/entity/Q115099905,,,Sainte-Catherine-de-Hatley,45.249722222,-72.047222222
COMMUNITY_Q115099898,E53_Place,Fabre,COMMUNITY,village,Q115099898,http://www.wikidata.org/entity/Q115099898,,,Saint-Édouard-de-Fabre,47.199166666,-79.365555555
COMMUNITY_Q115099970,E53_Place,Sainte-Julie-de-Verchères,COMMUNITY,village,Q115099970,http://www.wikidata.org/entity/Q115099970,,,Sainte-Julie,45.593611111,-73.339444444
COMMUNITY_Q115099911,E53_Place,La Baleine,COMMUNITY,village,Q115099911,http://www.wikidata.org/entity/Q115099911,,,L'Isle-aux-Coudres,47.4,-70.35
COMMUNITY_Q115099931,E53_Place,Petit-Pabos,COMMUNITY,village,Q115099931,http://www.wikidata.org/entity/Q115099931,,,Grande-Rivière,48.377777777,-64.577222222
COMMUNITY_Q115099972,E53_Place,Sainte-Rose,COMMUNITY,village,Q115099972,http://www.wikidata.org/entity/Q115099972,,,Poularies,48.660833333,-78.984722222
COMMUNITY_Q115099939,E53_Place,Saint-Calixte-de-Kilkenny,COMMUNITY,village,Q115099939,http://www.wikidata.org/entity/Q115099939,,,Saint-Calixte,45.950555555,-73.850277777
COMMUNITY_Q113041868,E53_Place,Lac-à-la-Carpe,COMMUNITY,village,Q113041868,http://www.wikidata.org/entity/Q113041868,,,Mont-Valin,49.829444,-71.101389
COMMUNITY_Q115099960,E53_Place,Saint-Philippe,COMMUNITY,village,Q115099960,http://www.wikidata.org/entity/Q115099960,,,Brownsburg-Chatham,45.624444444,-74.426666666
COMMUNITY_Q115099894,E53_Place,Cherry River,COMMUNITY,village,Q115099894,http://www.wikidata.org/entity/Q115099894,,,Orford,45.316667,-72.166667
COMMUNITY_Q113530622,E53_Place,Guigues,COMMUNITY,village,Q113530622,http://www.wikidata.org/entity/Q113530622,,,Saint-Bruno-de-Guigues,47.464444,-79.438888
COMMUNITY_Q115099958,E53_Place,Saint-Onésime,COMMUNITY,village,Q115099958,http://www.wikidata.org/entity/Q115099958,,,La Pocatière,47.326388888,-69.983055555
COMMUNITY_Q115099930,E53_Place,Pabos Mills,COMMUNITY,village,Q115099930,http://www.wikidata.org/entity/Q115099930,,,Chandler,48.306944444,-64.709722222
COMMUNITY_Q115099963,E53_Place,Saint-Théodore,COMMUNITY,village,Q115099963,http://www.wikidata.org/entity/Q115099963,,,Chertsey,46.072222222,-73.886944444
COMMUNITY_Q115099892,E53_Place,Brunet,COMMUNITY,village,Q115099892,http://www.wikidata.org/entity/Q115099892,,,Mont-Laurier,46.52,-75.449444444
COMMUNITY_Q115099954,E53_Place,Saint-Majorique,COMMUNITY,village,Q115099954,http://www.wikidata.org/entity/Q115099954,,,Saint-Majorique-de-Grantham,45.931666666,-72.582222222
COMMUNITY_Q114068184,E53_Place,L'Île-aux-Noix,COMMUNITY,village,Q114068184,http://www.wikidata.org/entity/Q114068184,,,Saint-Paul-de-l'Île-aux-Noix,45.132776944,-73.274721111
COMMUNITY_Q115099922,E53_Place,Letang,COMMUNITY,village,Q115099922,http://www.wikidata.org/entity/Q115099922,,,Témiscaming,46.736944444,-79.066944444
COMMUNITY_Q113503491,E53_Place,Lac-Chaud,COMMUNITY,village,Q113503491,http://www.wikidata.org/entity/Q113503491,,,La Macaza,46.425554,-74.773332
COMMUNITY_Q115099899,E53_Place,Ferland,COMMUNITY,village,Q115099899,http://www.wikidata.org/entity/Q115099899,,,Ferland-et-Boilleau,48.181388888,-70.846111111
COMMUNITY_Q115099978,E53_Place,Shefford-Ouest,COMMUNITY,village,Q115099978,http://www.wikidata.org/entity/Q115099978,,,Bromont,45.318055555,-72.657777777
COMMUNITY_Q115099897,E53_Place,Estcourt,COMMUNITY,village,Q115099897,http://www.wikidata.org/entity/Q115099897,,,Pohénégamook,47.460555555,-69.225
COMMUNITY_Q115099975,E53_Place,Saints-Martyrs,COMMUNITY,village,Q115099975,http://www.wikidata.org/entity/Q115099975,,,Saints-Martyrs-Canadiens,45.856111111,-71.535833333
COMMUNITY_Q115099958,E53_Place,Saint-Onésime,COMMUNITY,village,Q115099958,http://www.wikidata.org/entity/Q115099958,,,Saint-Onésime-d'Ixworth,47.326388888,-69.983055555
COMMUNITY_Q115099957,E53_Place,Saint-Nazaire-de-Berry,COMMUNITY,village,Q115099957,http://www.wikidata.org/entity/Q115099957,,,Berry,48.719444444,-78.259166666
COMMUNITY_Q115099941,E53_Place,Saint-Charles,COMMUNITY,village,Q115099941,http://www.wikidata.org/entity/Q115099941,,,Saint-Charles-de-Bourget,48.4925,-71.406944444
COMMUNITY_Q115099943,E53_Place,Saint-David-d'Yamaska,COMMUNITY,village,Q115099943,http://www.wikidata.org/entity/Q115099943,,,Saint-David,45.956944444,-72.855555555
COMMUNITY_Q115099904,E53_Place,Joly,COMMUNITY,village,Q115099904,http://www.wikidata.org/entity/Q115099904,,,Saint-Janvier-de-Joly,46.485277777,-71.668333333
COMMUNITY_Q115099933,E53_Place,Purtuniq,COMMUNITY,village,Q115099933,http://www.wikidata.org/entity/Q115099933,,,Rivière-Koksoak,61.816666666,-73.951111111
COMMUNITY_Q115099959,E53_Place,Saint-Patrice,COMMUNITY,village,Q115099959,http://www.wikidata.org/entity/Q115099959,,,Rivière-du-Loup,47.814444444,-69.574444444
COMMUNITY_Q115099907,E53_Place,L'Ascension,COMMUNITY,village,Q115099907,http://www.wikidata.org/entity/Q115099907,,,L'Ascension-de-Notre-Seigneur,48.6925,-71.670833333
COMMUNITY_Q115099896,E53_Place,Davidson,COMMUNITY,village,Q115099896,http://www.wikidata.org/entity/Q115099896,,,Mansfield-et-Pontefract,45.869444444,-76.766388888
COMMUNITY_Q115099979,E53_Place,Sheldrake,COMMUNITY,village,Q115099979,http://www.wikidata.org/entity/Q115099979,,,Rivière-au-Tonnerre,50.264444444,-64.897222222
COMMUNITY_Q115099918,E53_Place,Les Buissons,COMMUNITY,village,Q115099918,http://www.wikidata.org/entity/Q115099918,,,Pointe-aux-Outardes,49.102222222,-68.385277777
COMMUNITY_Q115099968,E53_Place,Sainte-Euphémie,COMMUNITY,village,Q115099968,http://www.wikidata.org/entity/Q115099968,,,Sainte-Euphémie-sur-Rivière-du-Sud,46.773611111,-70.440555555
COMMUNITY_Q115099929,E53_Place,Pabos,COMMUNITY,village,Q115099929,http://www.wikidata.org/entity/Q115099929,,,Chandler,48.3625,-64.6083333
COMMUNITY_Q115099910,E53_Place,L'Isle-aux-Grues,COMMUNITY,village,Q115099910,http://www.wikidata.org/entity/Q115099910,,,Saint-Antoine-de-l'Isle-aux-Grues,47.068055555,-70.543333333
COMMUNITY_Q115099921,E53_Place,Lesage,COMMUNITY,village,Q115099921,http://www.wikidata.org/entity/Q115099921,,,Prévost,45.859722222,-74.070555555
COMMUNITY_Q115099982,E53_Place,Val-Limoges,COMMUNITY,village,Q115099982,http://www.wikidata.org/entity/Q115099982,,,Mont-Laurier,46.597777777,-75.725277777
COMMUNITY_Q115099900,E53_Place,Grande-Rivière-Ouest,COMMUNITY,village,Q115099900,http://www.wikidata.org/entity/Q115099900,,,Grande-Rivière,48.391111111,-64.515555555
COMMUNITY_Q115099944,E53_Place,Saint-Édouard,COMMUNITY,village,Q115099944,http://www.wikidata.org/entity/Q115099944,,,Saint-Édouard-de-Lotbinière,46.568888888,-71.836944444
COMMUNITY_Q115015923,E53_Place,Lost River,COMMUNITY,village,Q115015923,http://www.wikidata.org/entity/Q115015923,6060610,,Harrington,45.831388888,-74.548333333
COMMUNITY_Q115099949,E53_Place,Saint-Janvier,COMMUNITY,village,Q115099949,http://www.wikidata.org/entity/Q115099949,,,Mirabel,45.705,-73.928888888
COMMUNITY_Q115099974,E53_Place,Sainte-Thérèse-de-Gatineau,COMMUNITY,village,Q115099974,http://www.wikidata.org/entity/Q115099974,,,Sainte-Thérèse-de-la-Gatineau,46.299444444,-75.866944444
COMMUNITY_Q115099916,E53_Place,Ladysmith,COMMUNITY,village,Q115099916,http://www.wikidata.org/entity/Q115099916,,,Thorne,45.761666666,-76.388888888
COMMUNITY_Q115099973,E53_Place,Sainte-Sophie-de-Mégantic,COMMUNITY,village,Q115099973,http://www.wikidata.org/entity/Q115099973,,,Sainte-Sophie-d'Halifax,46.153888888,-71.708888888
COMMUNITY_Q115099980,E53_Place,Squatec,COMMUNITY,village,Q115099980,http://www.wikidata.org/entity/Q115099980,,,Saint-Michel-du-Squatec,47.880833333,-68.723888888
COMMUNITY_Q115099926,E53_Place,Notre-Dame-de-l'Isle-Verte,COMMUNITY,village,Q115099926,http://www.wikidata.org/entity/Q115099926,,,Notre-Dame-des-Sept-Douleurs,48.0075,-69.4575
COMMUNITY_Q115099935,E53_Place,Rivière-Saint-Paul,COMMUNITY,village,Q115099935,http://www.wikidata.org/entity/Q115099935,,,Bonne-Espérance,51.470555555,-57.7125
COMMUNITY_Q115099917,E53_Place,Languedoc,COMMUNITY,village,Q115099917,http://www.wikidata.org/entity/Q115099917,,,Rivière-Ojima,48.8072222,-78.6966667
COMMUNITY_Q115099924,E53_Place,Mont-Louis,COMMUNITY,village,Q115099924,http://www.wikidata.org/entity/Q115099924,,,Saint-Maxime-du-Mont-Louis,49.229166666,-65.731388888
COMMUNITY_Q115099895,E53_Place,Coleraine,COMMUNITY,village,Q115099895,http://www.wikidata.org/entity/Q115099895,,,Saint-Joseph-de-Coleraine,45.966666666,-71.375555555
COMMUNITY_Q115099901,E53_Place,Issoudun,COMMUNITY,village,Q115099901,http://www.wikidata.org/entity/Q115099901,,,Notre-Dame-du-Sacré-Cœur-d'Issoudun,46.577777777,-71.625555555
COMMUNITY_Q115099940,E53_Place,Saint-Canut,COMMUNITY,village,Q115099940,http://www.wikidata.org/entity/Q115099940,,,Mirabel,45.718888888,-74.082222222
COMMUNITY_Q52999,E53_Place,Newmarket,COMMUNITY,town,Q52999,http://www.wikidata.org/entity/Q52999,6087701,1801-01-01T00:00:00Z,Regional Municipality of York,44.06,-79.45
COMMUNITY_Q86366,E53_Place,Teulon,COMMUNITY,town,Q86366,http://www.wikidata.org/entity/Q86366,6163170,1919-01-01T00:00:00Z,Manitoba,50.3858,-97.2611
COMMUNITY_Q117998,E53_Place,Winnipeg Beach,COMMUNITY,town,Q117998,http://www.wikidata.org/entity/Q117998,6183236,,Manitoba,50.5058,-96.9742
COMMUNITY_Q168855,E53_Place,Killarney,COMMUNITY,town,Q168855,http://www.wikidata.org/entity/Q168855,5991907,,Killarney-Turtle Mountain,49.1833,-99.6628
COMMUNITY_Q203122,E53_Place,Whistler,COMMUNITY,town,Q203122,http://www.wikidata.org/entity/Q203122,6180144,1914-01-01T00:00:00Z,Squamish-Lillooet Regional District,50.120833333,-122.954444444
COMMUNITY_Q75834,E53_Place,Oak Lake,COMMUNITY,town,Q75834,http://www.wikidata.org/entity/Q75834,6092022,1882-01-01T00:00:00Z,Manitoba,49.7664,-100.628
COMMUNITY_Q138973,E53_Place,Ste. Anne,COMMUNITY,town,Q138973,http://www.wikidata.org/entity/Q138973,6155866,,Manitoba,49.6697,-96.6494
COMMUNITY_Q58615,E53_Place,Arborg,COMMUNITY,town,Q58615,http://www.wikidata.org/entity/Q58615,5886561,,Manitoba,50.907222222,-97.216944444
COMMUNITY_Q86580,E53_Place,Deloraine,COMMUNITY,town,Q86580,http://www.wikidata.org/entity/Q86580,5937577,1904-03-01T00:00:00Z,Manitoba,49.1122,-100.295
COMMUNITY_Q163977,E53_Place,Slave Lake,COMMUNITY,town,Q163977,http://www.wikidata.org/entity/Q163977,6149374,,Alberta,55.2853,-114.771
COMMUNITY_Q75894,E53_Place,Carberry,COMMUNITY,town,Q75894,http://www.wikidata.org/entity/Q75894,5916706,1882-01-01T00:00:00Z,Manitoba,49.8689,-99.3594
COMMUNITY_Q118259,E53_Place,Gillam,COMMUNITY,town,Q118259,http://www.wikidata.org/entity/Q118259,5961153,,Manitoba,56.3478,-94.7089
COMMUNITY_Q75838,E53_Place,Hartney,COMMUNITY,town,Q75838,http://www.wikidata.org/entity/Q75838,5971631,,Manitoba,49.4808,-100.522
COMMUNITY_Q86580,E53_Place,Deloraine,COMMUNITY,town,Q86580,http://www.wikidata.org/entity/Q86580,5937577,1904-03-01T00:00:00Z,Manitoba,49.19082,-100.49477
COMMUNITY_Q153470,E53_Place,Pilot Mound,COMMUNITY,town,Q153470,http://www.wikidata.org/entity/Q153470,6104764,1881-01-01T00:00:00Z,Manitoba,49.2014,-98.8939
COMMUNITY_Q86586,E53_Place,Birtle,COMMUNITY,town,Q86586,http://www.wikidata.org/entity/Q86586,5901898,,Manitoba,50.4225,-101.0475
COMMUNITY_Q63761,E53_Place,Gladstone,COMMUNITY,town,Q63761,http://www.wikidata.org/entity/Q63761,5961655,,Manitoba,50.2258,-98.95
COMMUNITY_Q75861,E53_Place,Virden,COMMUNITY,town,Q75861,http://www.wikidata.org/entity/Q75861,6174457,,Manitoba,49.8508,-100.932
COMMUNITY_Q75912,E53_Place,Beausejour,COMMUNITY,town,Q75912,http://www.wikidata.org/entity/Q75912,5896549,1874-01-01T00:00:00Z,Manitoba,50.0622,-96.5161
COMMUNITY_Q86424,E53_Place,Boissevain,COMMUNITY,town,Q86424,http://www.wikidata.org/entity/Q86424,5905191,,Manitoba,49.230555555,-100.055
COMMUNITY_Q117978,E53_Place,Gilbert Plains,COMMUNITY,town,Q117978,http://www.wikidata.org/entity/Q117978,5961068,,Gilbert Plains,51.149722222,-100.487777777
COMMUNITY_Q61422,E53_Place,The Pas,COMMUNITY,town,Q61422,http://www.wikidata.org/entity/Q61422,6164499,,Manitoba,53.825,-101.253
COMMUNITY_Q75912,E53_Place,Beausejour,COMMUNITY,town,Q75912,http://www.wikidata.org/entity/Q75912,5896549,1874-01-01T00:00:00Z,Division No. 12,50.0622,-96.5161
COMMUNITY_Q487931,E53_Place,Swan River,COMMUNITY,town,Q487931,http://www.wikidata.org/entity/Q487931,6160362,1908-01-01T00:00:00Z,Manitoba,52.1058,-101.267
COMMUNITY_Q594989,E53_Place,Stoughton,COMMUNITY,town,Q594989,http://www.wikidata.org/entity/Q594989,6157721,1901-01-01T00:00:00Z,Saskatchewan,49.675,-103.037
COMMUNITY_Q543997,E53_Place,Arnprior,COMMUNITY,town,Q543997,http://www.wikidata.org/entity/Q543997,5887214,1851-01-01T00:00:00Z,Renfrew County,45.433333333,-76.35
COMMUNITY_Q475953,E53_Place,Wolfville,COMMUNITY,town,Q475953,http://www.wikidata.org/entity/Q475953,6183858,1755-01-01T00:00:00Z,Nova Scotia,45.083333333,-64.366666666
COMMUNITY_Q488909,E53_Place,Ancaster,COMMUNITY,town,Q488909,http://www.wikidata.org/entity/Q488909,8285452,,Hamilton,43.225555555,-79.976666666
COMMUNITY_Q483424,E53_Place,East Gwillimbury,COMMUNITY,town,Q483424,http://www.wikidata.org/entity/Q483424,5945707,1850-01-01T00:00:00Z,Regional Municipality of York,44.12,-79.43
COMMUNITY_Q475953,E53_Place,Wolfville,COMMUNITY,town,Q475953,http://www.wikidata.org/entity/Q475953,6183858,1755-01-01T00:00:00Z,Kings County,45.083333333,-64.366666666
COMMUNITY_Q501627,E53_Place,Coalhurst,COMMUNITY,town,Q501627,http://www.wikidata.org/entity/Q501627,5924428,,Alberta,49.7457,-112.932
COMMUNITY_Q579689,E53_Place,Morden,COMMUNITY,town,Q579689,http://www.wikidata.org/entity/Q579689,6078447,1882-01-01T00:00:00Z,Manitoba,49.191944444,-98.100555555
COMMUNITY_Q559147,E53_Place,Essex,COMMUNITY,town,Q559147,http://www.wikidata.org/entity/Q559147,5949531,,Essex County,42.172,-82.821
COMMUNITY_Q487130,E53_Place,Souris,COMMUNITY,town,Q487130,http://www.wikidata.org/entity/Q487130,6151456,,Manitoba,49.6208,-100.258
COMMUNITY_Q541129,E53_Place,Sunderland,COMMUNITY,town,Q541129,http://www.wikidata.org/entity/Q541129,6159450,,Brock,44.2636,-79.0656
COMMUNITY_Q470594,E53_Place,Amherst,COMMUNITY,town,Q470594,http://www.wikidata.org/entity/Q470594,5884467,1764-01-01T00:00:00Z,Cumberland County,45.8167,-64.2167
COMMUNITY_Q474178,E53_Place,Bridgewater,COMMUNITY,town,Q474178,http://www.wikidata.org/entity/Q474178,5908723,1812-01-01T00:00:00Z,Lunenburg County,44.37,-64.52
COMMUNITY_Q499355,E53_Place,Parrsboro,COMMUNITY,town,Q499355,http://www.wikidata.org/entity/Q499355,6098717,1670-01-01T00:00:00Z,Cumberland County,45.4058,-64.3258
COMMUNITY_Q484865,E53_Place,Port Perry,COMMUNITY,town,Q484865,http://www.wikidata.org/entity/Q484865,7499201,1821-01-01T00:00:00Z,Scugog,44.104722222,-78.944166666
COMMUNITY_Q575483,E53_Place,Antigonish,COMMUNITY,town,Q575483,http://www.wikidata.org/entity/Q575483,5886182,1784-01-01T00:00:00Z,Antigonish County,45.622777777,-61.991666666
COMMUNITY_Q312033,E53_Place,Melita,COMMUNITY,town,Q312033,http://www.wikidata.org/entity/Q312033,6071900,,Manitoba,49.2681,-100.996
COMMUNITY_Q277543,E53_Place,Gretna,COMMUNITY,town,Q277543,http://www.wikidata.org/entity/Q277543,5966874,,Rhineland,49.007777777,-97.561666666
COMMUNITY_Q281311,E53_Place,Lac du Bonnet,COMMUNITY,town,Q281311,http://www.wikidata.org/entity/Q281311,6014443,,Manitoba,50.2536,-96.0606
COMMUNITY_Q344432,E53_Place,Acton,COMMUNITY,town,Q344432,http://www.wikidata.org/entity/Q344432,5882134,1828-01-01T00:00:00Z,Halton Hills,43.6314,-80.0389
COMMUNITY_Q266438,E53_Place,Aurora,COMMUNITY,town,Q266438,http://www.wikidata.org/entity/Q266438,5888377,1854-01-01T00:00:00Z,Regional Municipality of York,44.0,-79.466666666
COMMUNITY_Q277461,E53_Place,Niverville,COMMUNITY,town,Q277461,http://www.wikidata.org/entity/Q277461,6088677,1874-01-01T00:00:00Z,Manitoba,49.6056,-97.0417
COMMUNITY_Q281128,E53_Place,Minitonas,COMMUNITY,town,Q281128,http://www.wikidata.org/entity/Q281128,6074725,1898-01-01T00:00:00Z,Manitoba,52.0861,-101.039
COMMUNITY_Q326413,E53_Place,Radisson,COMMUNITY,town,Q326413,http://www.wikidata.org/entity/Q326413,6115701,,Eeyou Istchee James Bay Regional Government,53.7936,-77.6178
COMMUNITY_Q281271,E53_Place,Hamiota,COMMUNITY,town,Q281271,http://www.wikidata.org/entity/Q281271,5969883,,Manitoba,50.180555555,-100.596111111
COMMUNITY_Q268103,E53_Place,Fort Erie,COMMUNITY,town,Q268103,http://www.wikidata.org/entity/Q268103,5955815,,Regional Municipality of Niagara,42.9,-78.916666666
COMMUNITY_Q280702,E53_Place,Powassan,COMMUNITY,town,Q280702,http://www.wikidata.org/entity/Q280702,6112529,1904-01-01T00:00:00Z,Parry Sound District,46.0667,-79.35
COMMUNITY_Q281887,E53_Place,Powerview-Pine Falls,COMMUNITY,town,Q281887,http://www.wikidata.org/entity/Q281887,6104966,,Manitoba,50.5661,-96.1981
COMMUNITY_Q291278,E53_Place,Grand-Mère,COMMUNITY,town,Q291278,http://www.wikidata.org/entity/Q291278,5964615,1898-01-01T00:00:00Z,Quebec,46.616666666,-72.7
COMMUNITY_Q312010,E53_Place,Erickson,COMMUNITY,town,Q312010,http://www.wikidata.org/entity/Q312010,5949179,,Manitoba,50.4981,-99.9114
COMMUNITY_Q344450,E53_Place,Actons Corners,COMMUNITY,town,Q344450,http://www.wikidata.org/entity/Q344450,5882141,,Ontario,44.9896,-75.7136
COMMUNITY_Q286048,E53_Place,New Glasgow,COMMUNITY,town,Q286048,http://www.wikidata.org/entity/Q286048,6087579,1776-01-01T00:00:00Z,Pictou County,45.59255999,-62.645457999
COMMUNITY_Q281304,E53_Place,Treherne,COMMUNITY,town,Q281304,http://www.wikidata.org/entity/Q281304,6168694,,Manitoba,49.6294,-98.6978
COMMUNITY_Q338686,E53_Place,Inuvik,COMMUNITY,town,Q338686,http://www.wikidata.org/entity/Q338686,5983607,1954-01-01T00:00:00Z,Northwest Territories,68.361666666,-133.730555555
COMMUNITY_Q281266,E53_Place,Rapid City,COMMUNITY,town,Q281266,http://www.wikidata.org/entity/Q281266,6116615,1883-06-09T00:00:00Z,Oakview,50.1208,-100.036
COMMUNITY_Q291134,E53_Place,Falmouth,COMMUNITY,town,Q291134,http://www.wikidata.org/entity/Q291134,5951341,,Nova Scotia,44.998580555,-64.161619444
COMMUNITY_Q281266,E53_Place,Rapid City,COMMUNITY,town,Q281266,http://www.wikidata.org/entity/Q281266,6116615,1883-06-09T00:00:00Z,Manitoba,50.1208,-100.036
COMMUNITY_Q312066,E53_Place,Manitou,COMMUNITY,town,Q312066,http://www.wikidata.org/entity/Q312066,6065191,,Pembina,49.2406,-98.5367
COMMUNITY_Q240864,E53_Place,Rothesay,COMMUNITY,town,Q240864,http://www.wikidata.org/entity/Q240864,6128033,1860-08-04T00:00:00Z,Kings County,45.383055555,-65.996944444
COMMUNITY_Q281202,E53_Place,Russell,COMMUNITY,town,Q281202,http://www.wikidata.org/entity/Q281202,6136576,1880-01-01T00:00:00Z,Russell – Binscarth,50.7808,-101.284
COMMUNITY_Q281649,E53_Place,Minnedosa,COMMUNITY,town,Q281649,http://www.wikidata.org/entity/Q281649,6074882,1883-03-02T00:00:00Z,Manitoba,50.2453,-99.8428
COMMUNITY_Q425070,E53_Place,Halton Hills,COMMUNITY,town,Q425070,http://www.wikidata.org/entity/Q425070,5969721,,Regional Municipality of Halton,43.633333333,-79.95
COMMUNITY_Q402571,E53_Place,Lynn Lake,COMMUNITY,town,Q402571,http://www.wikidata.org/entity/Q402571,6062333,,Manitoba,56.851666666,-101.046666666
COMMUNITY_Q372324,E53_Place,Dawson City,COMMUNITY,town,Q372324,http://www.wikidata.org/entity/Q372324,6943713,1896-01-01T00:00:00Z,Yukon,64.066666666,-139.429166666
COMMUNITY_Q424901,E53_Place,Grimsby,COMMUNITY,town,Q424901,http://www.wikidata.org/entity/Q424901,5967149,,Regional Municipality of Niagara,43.2,-79.55
COMMUNITY_Q402566,E53_Place,Grand Rapids,COMMUNITY,town,Q402566,http://www.wikidata.org/entity/Q402566,5964664,1877-01-01T00:00:00Z,Manitoba,53.2083,-99.3
COMMUNITY_Q386338,E53_Place,Whitby,COMMUNITY,town,Q386338,http://www.wikidata.org/entity/Q386338,6180170,1855-01-01T00:00:00Z,Regional Municipality of Durham,43.88,-78.942222222
COMMUNITY_Q448041,E53_Place,Pelham,COMMUNITY,town,Q448041,http://www.wikidata.org/entity/Q448041,6100630,,Regional Municipality of Niagara,43.0333,-79.3333
COMMUNITY_Q386567,E53_Place,Ajax,COMMUNITY,town,Q386567,http://www.wikidata.org/entity/Q386567,5882873,,Regional Municipality of Durham,43.858333333,-79.036388888
COMMUNITY_Q402940,E53_Place,Grandview,COMMUNITY,town,Q402940,http://www.wikidata.org/entity/Q402940,5964716,,Manitoba,51.1742,-100.698
COMMUNITY_Q402754,E53_Place,Altona,COMMUNITY,town,Q402754,http://www.wikidata.org/entity/Q402754,5884260,,Manitoba,49.1044,-97.5625
COMMUNITY_Q390530,E53_Place,Sidney,COMMUNITY,town,Q390530,http://www.wikidata.org/entity/Q390530,6147439,,Capital Regional District,48.6506,-123.399
COMMUNITY_Q393675,E53_Place,Plum Coulee,COMMUNITY,town,Q393675,http://www.wikidata.org/entity/Q393675,6106449,,Manitoba,49.1911,-97.7606
COMMUNITY_Q370771,E53_Place,Imperial,COMMUNITY,town,Q370771,http://www.wikidata.org/entity/Q370771,5982614,,Saskatchewan,51.344,-105.443
COMMUNITY_Q385346,E53_Place,Haldimand County,COMMUNITY,town,Q385346,http://www.wikidata.org/entity/Q385346,5914857,1800-01-01T00:00:00Z,Ontario,42.9333,-79.8833
COMMUNITY_Q422539,E53_Place,Leaf Rapids,COMMUNITY,town,Q422539,http://www.wikidata.org/entity/Q422539,6051094,1969-01-01T00:00:00Z,Manitoba,56.4627,-100.0108
COMMUNITY_Q424984,E53_Place,Oakville,COMMUNITY,town,Q424984,http://www.wikidata.org/entity/Q424984,6092122,1827-01-01T00:00:00Z,Regional Municipality of Halton,43.45,-79.683333333
COMMUNITY_Q393327,E53_Place,Snow Lake,COMMUNITY,town,Q393327,http://www.wikidata.org/entity/Q393327,6150786,1947-01-01T00:00:00Z,Manitoba,54.8814,-100.023
COMMUNITY_Q448372,E53_Place,Niagara-on-the-Lake,COMMUNITY,town,Q448372,http://www.wikidata.org/entity/Q448372,6087905,1781-01-01T00:00:00Z,Regional Municipality of Niagara,43.255277777,-79.071666666
COMMUNITY_Q425057,E53_Place,Milton,COMMUNITY,town,Q425057,http://www.wikidata.org/entity/Q425057,6074377,1818-05-17T00:00:00Z,Regional Municipality of Halton,43.508333333,-79.883333333
COMMUNITY_Q424659,E53_Place,Caledon,COMMUNITY,town,Q424659,http://www.wikidata.org/entity/Q424659,5913414,1974-01-01T00:00:00Z,Regional Municipality of Peel,43.866666666,-80.0
COMMUNITY_Q393324,E53_Place,Stonewall,COMMUNITY,town,Q393324,http://www.wikidata.org/entity/Q393324,6157355,1878-01-01T00:00:00Z,Rockwood,50.134444444,-97.326111111
COMMUNITY_Q373626,E53_Place,Ladysmith,COMMUNITY,town,Q373626,http://www.wikidata.org/entity/Q373626,6047817,1904-01-01T00:00:00Z,Cowichan Valley Regional District,48.9975,-123.820277777
COMMUNITY_Q448259,E53_Place,Lincoln,COMMUNITY,town,Q448259,http://www.wikidata.org/entity/Q448259,6054260,1788-01-01T00:00:00Z,Regional Municipality of Niagara,43.152777777,-79.418333333
