from,to
QC166002_1871,CD_QC_Temiscouata_1871
QC166003_1871,CD_QC_Temiscouata_1871
QC166004_1871,CD_QC_Temiscouata_1871
QC166005_1871,CD_QC_Temiscouata_1871
QC166006_1871,CD_QC_Temiscouata_1871
QC166007_1871,CD_QC_Temiscouata_1871
QC166008_1871,CD_QC_Temiscouata_1871
QC166009_1871,CD_QC_Temiscouata_1871
QC166010_1871,CD_QC_Temiscouata_1871
QC166011_1871,CD_QC_Temiscouata_1871
QC166012_1871,CD_QC_Temiscouata_1871
QC166013_1871,CD_QC_Temiscouata_1871
QC166014_1871,CD_QC_Temiscouata_1871
QC166015_1871,CD_QC_Temiscouata_1871
QC169001_1871,CD_QC_Bonaventure_1871
QC169002_1871,CD_QC_Bonaventure_1871
QC169003_1871,CD_QC_Bonaventure_1871
QC169004_1871,CD_QC_Bonaventure_1871
QC169005_1871,CD_QC_Bonaventure_1871
QC169006_1871,CD_QC_Bonaventure_1871
QC169007_1871,CD_QC_Bonaventure_1871
QC169008_1871,CD_QC_Bonaventure_1871
QC169009_1871,CD_QC_Bonaventure_1871
QC169010_1871,CD_QC_Bonaventure_1871
QC169011_1871,CD_QC_Bonaventure_1871
QC169012_1871,CD_QC_Bonaventure_1871
QC169013_1871,CD_QC_Bonaventure_1871
QC171001_1871,CD_QC_Gaspé_Centre_1871
QC171002_1871,CD_QC_Gaspé_Centre_1871
QC171003_1871,CD_QC_Gaspé_Centre_1871
QC171004_1871,CD_QC_Gaspé_Centre_1871
QC171005_1871,CD_QC_Gaspé_Centre_1871
QC171006_1871,CD_QC_Gaspé_Centre_1871
QC171007_1871,CD_QC_Gaspé_Centre_1871
QC171008_1871,CD_QC_Gaspé_Centre_1871
QC173001_1871,CD_QC_Isles_de_la_Magdeleine_1871
QC173002_1871,CD_QC_Isles_de_la_Magdeleine_1871
QC173003_1871,CD_QC_Isles_de_la_Magdeleine_1871
QC173004_1871,CD_QC_Isles_de_la_Magdeleine_1871
NB174001_1871,CD_NB_St._John_1871
NB174002_1871,CD_NB_St._John_1871
NB174003_1871,CD_NB_St._John_1871
NB174004_1871,CD_NB_St._John_1871
NB174005_1871,CD_NB_St._John_1871
NB174006_1871,CD_NB_St._John_1871
NB174007_1871,CD_NB_St._John_1871
NB174008_1871,CD_NB_St._John_1871
NB174009_1871,CD_NB_St._John_1871
NB174010_1871,CD_NB_St._John_1871
NB174011_1871,CD_NB_St._John_1871
NB174012_1871,CD_NB_St._John_1871
NB174013_1871,CD_NB_St._John_1871
NB175001_1871,CD_NB_Charlotte_1871
NB175002_1871,CD_NB_Charlotte_1871
NB175003_1871,CD_NB_Charlotte_1871
NB175004_1871,CD_NB_Charlotte_1871
NB175005_1871,CD_NB_Charlotte_1871
NB175006_1871,CD_NB_Charlotte_1871
NB175007_1871,CD_NB_Charlotte_1871
NB175008_1871,CD_NB_Charlotte_1871
NB175009_1871,CD_NB_Charlotte_1871
NB175010_1871,CD_NB_Charlotte_1871
NB175011_1871,CD_NB_Charlotte_1871
NB175012_1871,CD_NB_Charlotte_1871
NB175013_1871,CD_NB_Charlotte_1871
NB176001_1871,CD_NB_King's_1871
NB176002_1871,CD_NB_King's_1871
NB176003_1871,CD_NB_King's_1871
NB176004_1871,CD_NB_King's_1871
NB176005_1871,CD_NB_King's_1871
NB176006_1871,CD_NB_King's_1871
NB176007_1871,CD_NB_King's_1871
NB176008_1871,CD_NB_King's_1871
NB176009_1871,CD_NB_King's_1871
NB176010_1871,CD_NB_King's_1871
NB176011_1871,CD_NB_King's_1871
NB176012_1871,CD_NB_King's_1871
NB176013_1871,CD_NB_King's_1871
NB177001_1871,CD_NB_Queen's_1871
NB177002_1871,CD_NB_Queen's_1871
NB177003_1871,CD_NB_Queen's_1871
NB177004_1871,CD_NB_Queen's_1871
NB177005_1871,CD_NB_Queen's_1871
NB177006_1871,CD_NB_Queen's_1871
NB177007_1871,CD_NB_Queen's_1871
NB177008_1871,CD_NB_Queen's_1871
NB177009_1871,CD_NB_Queen's_1871
NB177010_1871,CD_NB_Queen's_1871
NB178001_1871,CD_NB_Sunbury_1871
NB178002_1871,CD_NB_Sunbury_1871
NB178003_1871,CD_NB_Sunbury_1871
NB178004_1871,CD_NB_Sunbury_1871
NB178005_1871,CD_NB_Sunbury_1871
NB178006_1871,CD_NB_Sunbury_1871
NB179001_1871,CD_NB_York_1871
NB179002_1871,CD_NB_York_1871
NB179003_1871,CD_NB_York_1871
NB179004_1871,CD_NB_York_1871
NB179005_1871,CD_NB_York_1871
NB179006_1871,CD_NB_York_1871
NB179007_1871,CD_NB_York_1871
NB179008_1871,CD_NB_York_1871
NB179009_1871,CD_NB_York_1871
NB179010_1871,CD_NB_York_1871
NB179011_1871,CD_NB_York_1871
NB179012_1871,CD_NB_York_1871
NB179013_1871,CD_NB_York_1871
NB179014_1871,CD_NB_York_1871
NB179015_1871,CD_NB_York_1871
NB179016_1871,CD_NB_York_1871
NB179017_1871,CD_NB_York_1871
NB180001_1871,CD_NB_Carleton_1871
NB180002_1871,CD_NB_Carleton_1871
NB180003_1871,CD_NB_Carleton_1871
NB180004_1871,CD_NB_Carleton_1871
NB180005_1871,CD_NB_Carleton_1871
NB180006_1871,CD_NB_Carleton_1871
NB180007_1871,CD_NB_Carleton_1871
NB180008_1871,CD_NB_Carleton_1871
NB180009_1871,CD_NB_Carleton_1871
NB180010_1871,CD_NB_Carleton_1871
NB180011_1871,CD_NB_Carleton_1871
NB181001_1871,CD_NB_Victoria_1871
NB181002_1871,CD_NB_Victoria_1871
NB181003_1871,CD_NB_Victoria_1871
NB181004_1871,CD_NB_Victoria_1871
NB181005_1871,CD_NB_Victoria_1871
NB181006_1871,CD_NB_Victoria_1871
NB181007_1871,CD_NB_Victoria_1871
NB181008_1871,CD_NB_Victoria_1871
NB182001_1871,CD_NB_Restigouche_1871
NB182002_1871,CD_NB_Restigouche_1871
NB182003_1871,CD_NB_Restigouche_1871
NB182004_1871,CD_NB_Restigouche_1871
NB182005_1871,CD_NB_Restigouche_1871
NB183001_1871,CD_NB_Gloucester_1871
NB183002_1871,CD_NB_Gloucester_1871
NB183003_1871,CD_NB_Gloucester_1871
NB183004_1871,CD_NB_Gloucester_1871
NB183005_1871,CD_NB_Gloucester_1871
NB183006_1871,CD_NB_Gloucester_1871
NB183007_1871,CD_NB_Gloucester_1871
NB184001_1871,CD_NB_Northumberland_1871
NB184002_1871,CD_NB_Northumberland_1871
NB184003_1871,CD_NB_Northumberland_1871
NB184004_1871,CD_NB_Northumberland_1871
NB184005_1871,CD_NB_Northumberland_1871
NB184006_1871,CD_NB_Northumberland_1871
NB184007_1871,CD_NB_Northumberland_1871
NB184008_1871,CD_NB_Northumberland_1871
NB184009_1871,CD_NB_Northumberland_1871
NB184010_1871,CD_NB_Northumberland_1871
NB184011_1871,CD_NB_Northumberland_1871
NB185001_1871,CD_NB_Kent_1871
NB185002_1871,CD_NB_Kent_1871
NB185003_1871,CD_NB_Kent_1871
NB185004_1871,CD_NB_Kent_1871
NB185005_1871,CD_NB_Kent_1871
NB185006_1871,CD_NB_Kent_1871
NB185007_1871,CD_NB_Kent_1871
NB185008_1871,CD_NB_Kent_1871
NB185009_1871,CD_NB_Kent_1871
NB186001_1871,CD_NB_Westmorland_1871
NB186002_1871,CD_NB_Westmorland_1871
NB186003_1871,CD_NB_Westmorland_1871
NB186004_1871,CD_NB_Westmorland_1871
NB186005_1871,CD_NB_Westmorland_1871
NB186006_1871,CD_NB_Westmorland_1871
NB186007_1871,CD_NB_Westmorland_1871
NB187001_1871,CD_NB_Albert_1871
NB187002_1871,CD_NB_Albert_1871
NB187003_1871,CD_NB_Albert_1871
NB187004_1871,CD_NB_Albert_1871
NB187005_1871,CD_NB_Albert_1871
NB187006_1871,CD_NB_Albert_1871
NS188001_1871,CD_NS_Hants_1871
NS188002_1871,CD_NS_Hants_1871
NS188003_1871,CD_NS_Hants_1871
NS188004_1871,CD_NS_Hants_1871
NS188005_1871,CD_NS_Hants_1871
NS188006_1871,CD_NS_Hants_1871
NS188007_1871,CD_NS_Hants_1871
NS188008_1871,CD_NS_Hants_1871
NS188009_1871,CD_NS_Hants_1871
NS188010_1871,CD_NS_Hants_1871
NS188011_1871,CD_NS_Hants_1871
NS188012_1871,CD_NS_Hants_1871
NS188013_1871,CD_NS_Hants_1871
NS188014_1871,CD_NS_Hants_1871
NS189001_1871,CD_NS_Kings_1871
NS189002_1871,CD_NS_Kings_1871
NS189003_1871,CD_NS_Kings_1871
NS189004_1871,CD_NS_Kings_1871
NS189005_1871,CD_NS_Kings_1871
NS189006_1871,CD_NS_Kings_1871
NS189007_1871,CD_NS_Kings_1871
NS189008_1871,CD_NS_Kings_1871
NS189009_1871,CD_NS_Kings_1871
NS189010_1871,CD_NS_Kings_1871
NS189011_1871,CD_NS_Kings_1871
NS189012_1871,CD_NS_Kings_1871
NS189013_1871,CD_NS_Kings_1871
NS189014_1871,CD_NS_Kings_1871
NS190001_1871,CD_NS_Annapolis_1871
NS190002_1871,CD_NS_Annapolis_1871
NS190003_1871,CD_NS_Annapolis_1871
NS190004_1871,CD_NS_Annapolis_1871
NS190005_1871,CD_NS_Annapolis_1871
NS190006_1871,CD_NS_Annapolis_1871
NS190007_1871,CD_NS_Annapolis_1871
NS190008_1871,CD_NS_Annapolis_1871
NS190009_1871,CD_NS_Annapolis_1871
NS190010_1871,CD_NS_Annapolis_1871
NS190011_1871,CD_NS_Annapolis_1871
NS190012_1871,CD_NS_Annapolis_1871
NS190013_1871,CD_NS_Annapolis_1871
NS190014_1871,CD_NS_Annapolis_1871
NS190015_1871,CD_NS_Annapolis_1871
NS191001_1871,CD_NS_Digby_1871
NS191002_1871,CD_NS_Digby_1871
NS191003_1871,CD_NS_Digby_1871
NS191004_1871,CD_NS_Digby_1871
NS191005_1871,CD_NS_Digby_1871
NS191006_1871,CD_NS_Digby_1871
NS191007_1871,CD_NS_Digby_1871
NS191008_1871,CD_NS_Digby_1871
NS191009_1871,CD_NS_Digby_1871
NS191010_1871,CD_NS_Digby_1871
NS191011_1871,CD_NS_Digby_1871
NS191012_1871,CD_NS_Digby_1871
NS191013_1871,CD_NS_Digby_1871
NS191014_1871,CD_NS_Digby_1871
NS192001_1871,CD_NS_Yarmouth_1871
NS192002_1871,CD_NS_Yarmouth_1871
NS192003_1871,CD_NS_Yarmouth_1871
NS192004_1871,CD_NS_Yarmouth_1871
NS192005_1871,CD_NS_Yarmouth_1871
NS192006_1871,CD_NS_Yarmouth_1871
NS192007_1871,CD_NS_Yarmouth_1871
NS192008_1871,CD_NS_Yarmouth_1871
NS192009_1871,CD_NS_Yarmouth_1871
NS192010_1871,CD_NS_Yarmouth_1871
NS193001_1871,CD_NS_Shelburne_1871
NS193002_1871,CD_NS_Shelburne_1871
NS193003_1871,CD_NS_Shelburne_1871
NS193004_1871,CD_NS_Shelburne_1871
NS193005_1871,CD_NS_Shelburne_1871
NS193006_1871,CD_NS_Shelburne_1871
NS193007_1871,CD_NS_Shelburne_1871
NS193008_1871,CD_NS_Shelburne_1871
NS194001_1871,CD_NS_Queens_1871
NS194002_1871,CD_NS_Queens_1871
NS194003_1871,CD_NS_Queens_1871
NS194004_1871,CD_NS_Queens_1871
NS194005_1871,CD_NS_Queens_1871
NS194006_1871,CD_NS_Queens_1871
NS194007_1871,CD_NS_Queens_1871
NS195001_1871,CD_NS_Lunenburg_1871
NS195002_1871,CD_NS_Lunenburg_1871
NS195003_1871,CD_NS_Lunenburg_1871
NS195004_1871,CD_NS_Lunenburg_1871
NS195005_1871,CD_NS_Lunenburg_1871
NS195006_1871,CD_NS_Lunenburg_1871
NS195007_1871,CD_NS_Lunenburg_1871
NS195008_1871,CD_NS_Lunenburg_1871
NS195009_1871,CD_NS_Lunenburg_1871
NS195010_1871,CD_NS_Lunenburg_1871
NS195011_1871,CD_NS_Lunenburg_1871
NS195012_1871,CD_NS_Lunenburg_1871
NS195013_1871,CD_NS_Lunenburg_1871
NS198001_1871,CD_NS_Cumberland_1871
NS198002_1871,CD_NS_Cumberland_1871
NS198003_1871,CD_NS_Cumberland_1871
NS198004_1871,CD_NS_Cumberland_1871
NS198005_1871,CD_NS_Cumberland_1871
NS198006_1871,CD_NS_Cumberland_1871
NS198007_1871,CD_NS_Cumberland_1871
NS198008_1871,CD_NS_Cumberland_1871
NS198009_1871,CD_NS_Cumberland_1871
NS198010_1871,CD_NS_Cumberland_1871
NS198011_1871,CD_NS_Cumberland_1871
NS198012_1871,CD_NS_Cumberland_1871
NS199001_1871,CD_NS_Colchester_1871
NS199002_1871,CD_NS_Colchester_1871
NS199003_1871,CD_NS_Colchester_1871
NS199004_1871,CD_NS_Colchester_1871
NS199005_1871,CD_NS_Colchester_1871
NS199006_1871,CD_NS_Colchester_1871
NS199007_1871,CD_NS_Colchester_1871
NS199008_1871,CD_NS_Colchester_1871
NS199009_1871,CD_NS_Colchester_1871
NS199010_1871,CD_NS_Colchester_1871
NS199011_1871,CD_NS_Colchester_1871
NS199012_1871,CD_NS_Colchester_1871
NS199013_1871,CD_NS_Colchester_1871
NS199014_1871,CD_NS_Colchester_1871
NS200001_1871,CD_NS_Pictou_1871
NS200002_1871,CD_NS_Pictou_1871
NS200003_1871,CD_NS_Pictou_1871
NS200004_1871,CD_NS_Pictou_1871
NS200005_1871,CD_NS_Pictou_1871
NS200006_1871,CD_NS_Pictou_1871
NS200007_1871,CD_NS_Pictou_1871
NS200008_1871,CD_NS_Pictou_1871
NS200009_1871,CD_NS_Pictou_1871
NS200010_1871,CD_NS_Pictou_1871
NS200011_1871,CD_NS_Pictou_1871
NS200012_1871,CD_NS_Pictou_1871
NS200013_1871,CD_NS_Pictou_1871
NS200014_1871,CD_NS_Pictou_1871
NS200015_1871,CD_NS_Pictou_1871
NS200016_1871,CD_NS_Pictou_1871
NS200017_1871,CD_NS_Pictou_1871
NS200018_1871,CD_NS_Pictou_1871
NS200019_1871,CD_NS_Pictou_1871
NS200020_1871,CD_NS_Pictou_1871
NS200021_1871,CD_NS_Pictou_1871
NS200022_1871,CD_NS_Pictou_1871
NS201001_1871,CD_NS_Antigonish_1871
NS201002_1871,CD_NS_Antigonish_1871
NS201003_1871,CD_NS_Antigonish_1871
NS201004_1871,CD_NS_Antigonish_1871
NS201005_1871,CD_NS_Antigonish_1871
NS201006_1871,CD_NS_Antigonish_1871
NS201007_1871,CD_NS_Antigonish_1871
NS201008_1871,CD_NS_Antigonish_1871
NS201009_1871,CD_NS_Antigonish_1871
NS202001_1871,CD_NS_Guysborough_1871
NS202002_1871,CD_NS_Guysborough_1871
NS202003_1871,CD_NS_Guysborough_1871
NS202004_1871,CD_NS_Guysborough_1871
NS202005_1871,CD_NS_Guysborough_1871
NS202006_1871,CD_NS_Guysborough_1871
NS202007_1871,CD_NS_Guysborough_1871
NS202008_1871,CD_NS_Guysborough_1871
NS202009_1871,CD_NS_Guysborough_1871
NS202010_1871,CD_NS_Guysborough_1871
NS202011_1871,CD_NS_Guysborough_1871
NS202012_1871,CD_NS_Guysborough_1871
NS202013_1871,CD_NS_Guysborough_1871
NS202014_1871,CD_NS_Guysborough_1871
NS202015_1871,CD_NS_Guysborough_1871
NS203001_1871,CD_NS_Inverness_1871
NS203002_1871,CD_NS_Inverness_1871
NS203003_1871,CD_NS_Inverness_1871
NS203004_1871,CD_NS_Inverness_1871
NS203005_1871,CD_NS_Inverness_1871
NS203006_1871,CD_NS_Inverness_1871
NS203007_1871,CD_NS_Inverness_1871
NS203008_1871,CD_NS_Inverness_1871
NS203009_1871,CD_NS_Inverness_1871
NS203010_1871,CD_NS_Inverness_1871
NS203011_1871,CD_NS_Inverness_1871
NS203012_1871,CD_NS_Inverness_1871
NS203013_1871,CD_NS_Inverness_1871
NS203014_1871,CD_NS_Inverness_1871
NS203015_1871,CD_NS_Inverness_1871
NS203016_1871,CD_NS_Inverness_1871
NS204001_1871,CD_NS_Victoria_1871
NS204002_1871,CD_NS_Victoria_1871
NS204003_1871,CD_NS_Victoria_1871
NS204004_1871,CD_NS_Victoria_1871
NS204005_1871,CD_NS_Victoria_1871
NS204006_1871,CD_NS_Victoria_1871
NS204007_1871,CD_NS_Victoria_1871
NS204008_1871,CD_NS_Victoria_1871
NS204009_1871,CD_NS_Victoria_1871
NS204010_1871,CD_NS_Victoria_1871
NS204011_1871,CD_NS_Victoria_1871
NS204012_1871,CD_NS_Victoria_1871
NS205001_1871,CD_NS_Cape_Breton_1871
NS205002_1871,CD_NS_Cape_Breton_1871
NS205003_1871,CD_NS_Cape_Breton_1871
NS205004_1871,CD_NS_Cape_Breton_1871
NS205005_1871,CD_NS_Cape_Breton_1871
NS205006_1871,CD_NS_Cape_Breton_1871
NS205007_1871,CD_NS_Cape_Breton_1871
NS205008_1871,CD_NS_Cape_Breton_1871
NS205009_1871,CD_NS_Cape_Breton_1871
NS205010_1871,CD_NS_Cape_Breton_1871
NS205011_1871,CD_NS_Cape_Breton_1871
NS205012_1871,CD_NS_Cape_Breton_1871
NS205013_1871,CD_NS_Cape_Breton_1871
NS205014_1871,CD_NS_Cape_Breton_1871
NS206001_1871,CD_NS_Richmond_1871
NS206002_1871,CD_NS_Richmond_1871
NS206003_1871,CD_NS_Richmond_1871
NS206004_1871,CD_NS_Richmond_1871
NS206005_1871,CD_NS_Richmond_1871
NS206006_1871,CD_NS_Richmond_1871
NS206007_1871,CD_NS_Richmond_1871
NS206008_1871,CD_NS_Richmond_1871
NS206009_1871,CD_NS_Richmond_1871
NS206010_1871,CD_NS_Richmond_1871
NS206011_1871,CD_NS_Richmond_1871
NS206012_1871,CD_NS_Richmond_1871
NS206013_1871,CD_NS_Richmond_1871
NT999999_1871,CD_NT_The_Territories_1871
BC999999_1871,CD_BC_British_Colombia_1871
MB999999_1871,CD_MB_Manitoba_1871
ON002006_1871,CD_ON_Kent_1871_1871
ON002005_1871,CD_ON_Kent_1871_1871
ON002004_1871,CD_ON_Kent_1871_1871
ON002003_1871,CD_ON_Kent_1871_1871
ON002001_1871,CD_ON_Kent_1871_1871
ON002002_1871,CD_ON_Kent_1871_1871
ON002007_1871,CD_ON_Kent_1871_1871
ON077004_1871,CD_ON_Ottawa_City_1871
ON077003_1871,CD_ON_Ottawa_City_1871
ON077002_1871,CD_ON_Ottawa_City_1871
ON002999_1871,CD_ON_Kent_1871_1871
ON077005_1871,CD_ON_Ottawa_City_1871
ON077001_1871,CD_ON_Ottawa_City_1871
NS196019_1871,CD_NS_Halifax_West_1871
NS197007_1871,CD_NS_Halifax_East_1871
NS196015_1871,CD_NS_Halifax_West_1871
NS197004_1871,CD_NS_Halifax_East_1871
NS196009_1871,CD_NS_Halifax_West_1871
NS196016_1871,CD_NS_Halifax_West_1871
NS197018_1871,CD_NS_Halifax_East_1871
NS196018_1871,CD_NS_Halifax_West_1871
NS196017_1871,CD_NS_Halifax_West_1871
NS197009_1871,CD_NS_Halifax_East_1871
NS197006_1871,CD_NS_Halifax_East_1871
NS197016_1871,CD_NS_Halifax_East_1871
NS197017_1871,CD_NS_Halifax_East_1871
NS197015_1871,CD_NS_Halifax_East_1871
NS197008_1871,CD_NS_Halifax_East_1871
NS196008_1871,CD_NS_Halifax_West_1871
NS197012_1871,CD_NS_Halifax_East_1871
NS196010_1871,CD_NS_Halifax_West_1871
NS197005_1871,CD_NS_Halifax_East_1871
NS197002_1871,CD_NS_Halifax_East_1871
NS196011_1871,CD_NS_Halifax_West_1871
NS197011_1871,CD_NS_Halifax_East_1871
NS197010_1871,CD_NS_Halifax_East_1871
NS197013_1871,CD_NS_Halifax_East_1871
NS196014_1871,CD_NS_Halifax_West_1871
NS196012_1871,CD_NS_Halifax_West_1871
NS197014_1871,CD_NS_Halifax_East_1871
NS196013_1871,CD_NS_Halifax_West_1871
NS197001_1871,CD_NS_Halifax_East_1871
NS196001_1871,CD_NS_Halifax_West_1871
NS196002_1871,CD_NS_Halifax_West_1871
NS196005_1871,CD_NS_Halifax_West_1871
NS196007_1871,CD_NS_Halifax_West_1871
NS197003_1871,CD_NS_Halifax_East_1871
NS196020_1871,CD_NS_Halifax_West_1871
NS196003_1871,CD_NS_Halifax_West_1871
NS196004_1871,CD_NS_Halifax_West_1871
NS196006_1871,CD_NS_Halifax_West_1871
NS196999_1871,CD_NS_Halifax_West_1871
NS197999_1871,CD_NS_Halifax_East_1871
PE003006_1871,CD_PE_King's_1871
PE003007_1871,CD_PE_King's_1871
PE003008_1871,CD_PE_King's_1871
PE003009_1871,CD_PE_King's_1871
PE003010_1871,CD_PE_King's_1871
PE003001_1871,CD_PE_King's_1871
PE003002_1871,CD_PE_King's_1871
PE003003_1871,CD_PE_King's_1871
PE003004_1871,CD_PE_King's_1871
PE003005_1871,CD_PE_King's_1871
PE003012_1871,CD_PE_King's_1871
PE003013_1871,CD_PE_King's_1871
PE003014_1871,CD_PE_King's_1871
PE003015_1871,CD_PE_King's_1871
PE003016_1871,CD_PE_King's_1871
PE003011_1871,CD_PE_King's_1871
PE003017_1871,CD_PE_King's_1871
PE003018_1871,CD_PE_King's_1871
PE003019_1871,CD_PE_King's_1871
PE003020_1871,CD_PE_King's_1871
PE003021_1871,CD_PE_King's_1871
PE003022_1871,CD_PE_King's_1871
PE001001_1871,CD_PE_Prince_1871
PE001002_1871,CD_PE_Prince_1871
PE001003_1871,CD_PE_Prince_1871
PE001004_1871,CD_PE_Prince_1871
PE001005_1871,CD_PE_Prince_1871
PE001006_1871,CD_PE_Prince_1871
PE001007_1871,CD_PE_Prince_1871
PE001008_1871,CD_PE_Prince_1871
PE001009_1871,CD_PE_Prince_1871
PE001010_1871,CD_PE_Prince_1871
PE001011_1871,CD_PE_Prince_1871
PE001012_1871,CD_PE_Prince_1871
PE001013_1871,CD_PE_Prince_1871
PE001014_1871,CD_PE_Prince_1871
PE001015_1871,CD_PE_Prince_1871
PE001016_1871,CD_PE_Prince_1871
PE001024_1871,CD_PE_Prince_1871
PE001019_1871,CD_PE_Prince_1871
PE001020_1871,CD_PE_Prince_1871
PE001021_1871,CD_PE_Prince_1871
PE001022_1871,CD_PE_Prince_1871
PE001023_1871,CD_PE_Prince_1871
PE001025_1871,CD_PE_Prince_1871
PE002001_1871,CD_PE_Queen's_1871
PE002002_1871,CD_PE_Queen's_1871
PE002003_1871,CD_PE_Queen's_1871
PE002007_1871,CD_PE_Queen's_1871
PE002008_1871,CD_PE_Queen's_1871
PE002004_1871,CD_PE_Queen's_1871
PE002005_1871,CD_PE_Queen's_1871
PE002009_1871,CD_PE_Queen's_1871
PE002010_1871,CD_PE_Queen's_1871
PE002012_1871,CD_PE_Queen's_1871
PE002013_1871,CD_PE_Queen's_1871
PE002014_1871,CD_PE_Queen's_1871
PE002015_1871,CD_PE_Queen's_1871
PE002016_1871,CD_PE_Queen's_1871
PE002017_1871,CD_PE_Queen's_1871
PE002018_1871,CD_PE_Queen's_1871
PE002019_1871,CD_PE_Queen's_1871
PE002020_1871,CD_PE_Queen's_1871
PE002021_1871,CD_PE_Queen's_1871
PE002022_1871,CD_PE_Queen's_1871
PE002023_1871,CD_PE_Queen's_1871
PE002011_1871,CD_PE_Queen's_1871
PE002006_1871,CD_PE_Queen's_1871
PE002024_1871,CD_PE_Queen's_1871
PE001018_1871,CD_PE_Prince_1871
PE001017_1871,CD_PE_Prince_1871
NL998999_1871,CD_NL_Newfoundland_1871
QC157008_1871,CD_QC_Beauce_West_1871
QC158001_1871,CD_QC_Beauce_East_1871
QC157003_1871,CD_QC_Beauce_West_1871
QC157005_1871,CD_QC_Beauce_West_1871
QC158005_1871,CD_QC_Beauce_East_1871
QC158003_1871,CD_QC_Beauce_East_1871
QC158006_1871,CD_QC_Beauce_East_1871
QC157004_1871,CD_QC_Beauce_West_1871
QC158004_1871,CD_QC_Beauce_East_1871
QC158002_1871,CD_QC_Beauce_East_1871
QC157001_1871,CD_QC_Beauce_West_1871
QC157007_1871,CD_QC_Beauce_West_1871
QC157002_1871,CD_QC_Beauce_West_1871
QC157006_1871,CD_QC_Beauce_West_1871
QC162002_1871,CD_QC_Bellechasse_South_1871
QC162003_1871,CD_QC_Bellechasse_South_1871
QC161002_1871,CD_QC_Bellechasse_North_1871
QC161001_1871,CD_QC_Bellechasse_North_1871
QC161003_1871,CD_QC_Bellechasse_North_1871
QC162001_1871,CD_QC_Bellechasse_South_1871
QC162004_1871,CD_QC_Bellechasse_South_1871
QC161004_1871,CD_QC_Bellechasse_North_1871
QC161005_1871,CD_QC_Bellechasse_North_1871
QC161006_1871,CD_QC_Bellechasse_North_1871
QC132001_1871,CD_QC_Champlain_South_1871
QC132003_1871,CD_QC_Champlain_South_1871
QC133001_1871,CD_QC_Champlain_North_1871
QC132007_1871,CD_QC_Champlain_South_1871
QC132005_1871,CD_QC_Champlain_South_1871
QC132006_1871,CD_QC_Champlain_South_1871
QC132004_1871,CD_QC_Champlain_South_1871
QC132002_1871,CD_QC_Champlain_South_1871
QC133002_1871,CD_QC_Champlain_North_1871
QC132008_1871,CD_QC_Champlain_South_1871
QC160001_1871,CD_QC_Dorchester_East_1871
QC159001_1871,CD_QC_Dorchester_West_1871
QC160002_1871,CD_QC_Dorchester_East_1871
QC159005_1871,CD_QC_Dorchester_West_1871
QC160006_1871,CD_QC_Dorchester_East_1871
QC159003_1871,CD_QC_Dorchester_West_1871
QC159002_1871,CD_QC_Dorchester_West_1871
QC160007_1871,CD_QC_Dorchester_East_1871
QC160004_1871,CD_QC_Dorchester_East_1871
QC160003_1871,CD_QC_Dorchester_East_1871
QC159004_1871,CD_QC_Dorchester_West_1871
QC159006_1871,CD_QC_Dorchester_West_1871
QC159007_1871,CD_QC_Dorchester_West_1871
QC170001_1871,CD_QC_Gaspé_West_1871
QC172004_1871,CD_QC_Gaspé_South_1871
QC172003_1871,CD_QC_Gaspé_South_1871
QC172001_1871,CD_QC_Gaspé_South_1871
QC170003_1871,CD_QC_Gaspé_West_1871
QC172005_1871,CD_QC_Gaspé_South_1871
QC172002_1871,CD_QC_Gaspé_South_1871
QC170002_1871,CD_QC_Gaspé_West_1871
QC170999_1871,CD_QC_Gaspé_West_1871
QC114004_1871,CD_QC_Huntingdon_West_1871
QC113005_1871,CD_QC_Huntingdon_East_1871
QC113003_1871,CD_QC_Huntingdon_East_1871
QC114001_1871,CD_QC_Huntingdon_West_1871
QC113002_1871,CD_QC_Huntingdon_East_1871
QC113001_1871,CD_QC_Huntingdon_East_1871
QC113004_1871,CD_QC_Huntingdon_East_1871
QC114003_1871,CD_QC_Huntingdon_West_1871
QC114002_1871,CD_QC_Huntingdon_West_1871
QC095010_1871,CD_QC_Ottaoua_East_1871
QC095008_1871,CD_QC_Ottaoua_East_1871
QC095003_1871,CD_QC_Ottaoua_East_1871
QC095005_1871,CD_QC_Ottaoua_East_1871
QC095007_1871,CD_QC_Ottaoua_East_1871
QC095006_1871,CD_QC_Ottaoua_East_1871
QC095004_1871,CD_QC_Ottaoua_East_1871
QC095002_1871,CD_QC_Ottaoua_East_1871
QC106001_1871,CD_QC_Montreal_West_1871
QC106002_1871,CD_QC_Montreal_West_1871
QC105002_1871,CD_QC_Montreal_East_1871
QC106003_1871,CD_QC_Montreal_West_1871
QC105001_1871,CD_QC_Montreal_East_1871
QC105003_1871,CD_QC_Montreal_East_1871
QC092007_1871,CD_QC_Pontiac_North_1871
QC091001_1871,CD_QC_Pontiac_South_1871
QC091011_1871,CD_QC_Pontiac_South_1871
QC093008_1871,CD_QC_Ottawa_West_1871
QC091002_1871,CD_QC_Pontiac_South_1871
QC091008_1871,CD_QC_Pontiac_South_1871
QC091012_1871,CD_QC_Pontiac_South_1871
QC091009_1871,CD_QC_Pontiac_South_1871
QC091004_1871,CD_QC_Pontiac_South_1871
QC092004_1871,CD_QC_Pontiac_North_1871
